GROUP_INTRO|COMPANY|JOB_POSTING_URL|TITLE_IMG|BENEFITS|RECRUIT_DEADLINE|TITLE|PREFERENTIAL|MAINDUTIES|WORKING_AREA|LOGO_IMG|JOB_GROUP|QUALIFICATION|ID
"많은 학생에게 공부는 억지로 해야 하는 것, 하기 싫은 것입니다. 강사와 강의가 아무리 훌륭해도 공부 습관이 생기지 않는 건 바로 그 때문입니다. 학생들은 여전히 누군가 공부 의지를 잡아주길 바라며 학원과 과외에 의존하고 있습니다. 학원이 멀리 떨어져 있고, 과외비가 비싼 데도 말이죠.

밀당PT는 보기만 하는 인터넷 강의가 아닙니다. AI 기술이 공부할 커리큘럼을 구성하고, 온택트 선생님은 학생이 완전히 알 수 있을 때까지 1:1로 가르칩니다. 우리는 이 전략으로 온라인 교육 분야 최초로 일 평균 90%의 완강률을 달성했고 누적 30만 명이 넘는 학생들을 만났습니다.

우리는 3년 동안의 성장세와 기술력을 인정받아 카카오벤처스를 비롯한 여러 투자사로부터 435억 원의 누적 투자를 유치하기도 했습니다. 강의와 학습 콘텐츠, 학습 관리 전문가 400여 명이 모인 밀당 팀은, 13억 건에 가까운 학습 데이터를 기반으로 질 높은 교육을 더 많은 학생에게 제공하기 위해 몰두하고 있습니다."|아이헤이트플라잉버그스|https://www.wanted.co.kr/wd/194272|https://static.wanted.co.kr/images/company/15481/dw34przm5yxirpfv__1080_790.jpg|"[복지제도: 일에만 몰입할 수 있게 돕겠습니다]
우리는 생각하는 것부터 일의 시작이라고 여깁니다. 밀당의 팀원이 언제 어디서든 문제를 고민할 수 있도록 때로는 한 단계 오를 수 있는 멋진 학습 도구를, 때로는 다음 액션을 준비할 수 있는 진정한 쉼을 지원하겠습니다. (모든 업무 환경 개선과 복지 제도는 ‘밀당의 팀원은 당연히 높은 시민의식을 갖고 있다’는 신뢰를 바탕으로 진행합니다.)


1. 밀당 제품 및 서비스 지원
: 직원 누구나 서비스에 대해 의견과 아이디어를 제시할 수 있고 토론할 수 있습니다. 이를 위해 우리가 만든 제품 및 서비스의 의미와 수강생이 겪는 문제 상황을 직접 만날 수 있도록 고객 접점을 만들어드립니다.

• 직원 자녀 중학교, 고등학교 진학 시 교재 및 온라인 학습 최대 3년 지원(현재 미혼이거나, 자녀가 미취학 연령이라면 사촌 이내 1명을 등록할 수 있습니다.)


2. 학습 및 아이데이션 지원
: 머릿속 풍부한 지식은 프로젝트의 성공이나 실패로 이어졌을 때 가치가 더욱 높아집니다. 우리는 직원이 다음 프로젝트에 도전할 수 있는 사례나 시행착오를 더 많이 쌓을 수 있도록 필요한 학습을 빠르게 지원합니다. 팀원과 함께 성장해야 하는 만큼 학습을 마치면 모든 직원에게 배운 점을 공유합니다.

• 분야 제한 없는 도서비 전액 지원
• 밀당 서비스 관련 온, 오프라인 컨퍼런스 참여 시 본인 참여비 및 동반 1인 식사비 지원


3. 몰입 방해요소 제거 지원
: 업무 몰입에 이르기까지 거쳐야 하는 불필요한 순간들을 겪지 않도록 시간을 아껴드립니다. 외근 장소까지 가는 방법을 검색하지 않아도 됩니다. 그저 아낀 시간만큼 문제 해결과 목표 달성에 집중해주세요.

• 서울 내 외근 시 TADA, 카카오T 택시 지원
• 서울 외 지역 출장 시 KTX, 프리미엄 고속버스 지원
• 개별 법인카드 지급: 매 순간 최선의 의사결정을 해주실 거라 생각합니다.


4. 기념일 축하 지원
: 업무와 팀워크만큼 직원의 성장도 중요합니다. 다음 목표로 가기 전, 충분히 축하받을 수 있도록 지원해드립니다.

• 정규직 전환 시 축하금 100만 원 지급
• 대학교 및 대학원 졸업 당일, 연차 소진 없는 특별연차 지원
• 경조 휴가 및 경조금 지원
• 설날/추석 선물 지원


5. 당연한 지원
: 업무에 필요한 자원을 아끼지 않는 건 열심히 집중해 준 직원을 위한 당연한 제도입니다.

• 사무, 문구 용품 지원공간 운영: 필요한 물품은 언제든 가져가셔도 좋습니다.
• 스낵바 운영: 일반 편의점보다 30~70% 할인된 가격으로 제공합니다.
• 야근 시 식사 비용 지원
• 소프트웨어 및 라이선스 지원
• 업무용 스마트폰 지원(교육, 세일즈 직무)
• 인재 추천 보상금 지급 제도
• 미화 인력 상시 근무"||[600억↑투자] 영상 콘텐츠 편집자|"• 영상 촬영에 관심이 많거나 경험이 있으신 분
• 영상 콘텐츠에 대한 아이디어가 많으신 분.
• 다양한 영상 제작에 욕심이 있으신 분.


[근무 환경]
• 수습기간 3개월 근무 후 평가에 따라 정규직 전환 여부를 결정합니다.
• 주 5일 09:30~18:30 근무합니다.
• 서울특별시 영등포구 여의대로 108 파크원 타워1, 38-39층에서 근무합니다.



[합류 과정]
• 서류전형-＞인터뷰-＞처우협의-＞입사
* 일부 프로세스가 생략되거나 추가될 수 있습니다.



[제출 서류]
• 이력서(필수): 자유 형식이며 PDF 파일로 첨부합니다.
• 영상물 포트폴리오(필수): 본인을 가장 잘 표현할 수 있는 링크 또는 PDF 파일을 첨부합니다."|"[우리가 하는 일]
우리는 '선'을 넘는 마케팅을 하고 싶습니다. 기존 교육업계에서 항상 말하는 '성적 상승 후기, 1타 강사 홍보, 뻔한 동기부여 연설'보다는 조금 더 창의적이고 새로운 방법으로 제품을 소개하고 싶기 때문이죠. 그리고 우리는 이런 마케팅 전략으로 20만 명의 학생을 만날 수 있다는 걸 직접 경험했습니다.

동네 학원부터 온라인 교육 회사까지, 교육업의 마케팅은 보수적이고 전통적입니다. 다시 말하면, 아직 실험하고 개척해나가야 할 부분이 많다는 것이죠. 그래서 우리는 틀에 박히지 않은, 유연하고, 창조적이고, 실험적인 분들이 필요합니다. 교육 업계에서 최초로 남을 '크리에이티브 한 족적'을 새기는 일에 동참해 주실 당신을 환영합니다.



[업무 내용]
• 밀당PT 유튜브 채널의 오리지널 영상 콘텐츠 기획 및 제작
• 동영상 썸네일 제작 및 숏츠/릴스/틱톡 제작
• 유튜브 인스트림 광고 편집 및, 크리에이티브팀 내에서 필요한 각종 영상 콘텐츠 제작"|서울특별시 영등포구 여의대로 108 파크원 타워1, 38-39층|https://static.wanted.co.kr/images/wdes/0_4.ec94253f.jpg|524|"• 영상 편집 경험 2년 이상~5년 이하
• 프리미어/에프터이펙트/포토샵/일러스트/파이널컷/MOTION5 등 여러 영상 툴의 숙련도가 높으신 분"|194272
"# 필름은 이런 회사에요!

- 기업철학 :

필름은 '우리의 이야기는 영화다'라는 슬로건으로, 모두의 영화 같은 삶을 조명하고, 우리네 이야기를 담아 세상이 조금 더 따뜻해지길 바라는 마음으로 책을 펴내고 있습니다. 또한 카페 공명 [연남점/홍대점/합정점(오픈 예정)]을 함께 운영하고 있습니다 

베스트셀러 에세이 『당신은 결국 무엇이든 해내는 사람』, 『내가 죽으면 장례식에 누가 와줄까』, 『김씨네과일』, 소설 『여기는 커스터드, 특별한 도시락을 팝니다』 등을 펴냈습니다. 에세이 및 소설뿐만 아니라 자기계발, 인문, 경제경영 등으로 분야를 확장해 나가고 있으며, 분야 확장을 위한 기획편집자를 모십니다 

어두운 곳에서 밝고 따뜻한 것들이 나온다는 생각으로 컨텐츠를 제작하고 있으며, `서로의 다름`을 이해하는 세상이 되었으면 하는 마음으로 컨텐츠를 만듭니다.
우리가 만드는 컨텐츠가 이 세상을 조금 더 `밝고 따뜻하게` 만들어주길 바랍니다.
그래서 우리는 한 사람, 한 사람의 가치를 인정하고 서로의 가치관을 존중합니다.
`우리의 이야기는 영화다` 라는 슬로건은 한 사람의 가치를 온전히 드러낼 수 있는 컨텐츠를 만드는 것에서부터 시작됩니다.


# 필름은 이런 부분을 지향해요!

- 필름에서는 밝고 긍정적인 회사 분위기를 지향하고 있으며, 기업이 성장하기 위해선 `뚜렷한 목표`와 `직원 복지`가 우선되어야 한다고 생각합니다.

우리는 색안경을 끼고 세상을, 사람을 바라보지 않습니다.
우리는 자부심을 갖고 컨텐츠 하나하나에 의미를 빚어내고 있습니다.

결국 `사람에 집중하고 싶습니다.

사람이 이야기하는 것들을 글과 영상, 강연으로 풀어내려 합니다.
그 모든 이야기들은 언제나 `영화` 같을 테지요.
 


# 필름에는 이런 사람들이 모여서 함께 생활하고 있어요	

* 동료를 배려하는 따뜻한 마음 : 개인의 능력도 중요하지만 팀웍이 더 소중하다고 생각하니까요.
* 놀땐 열심히 놀아야죠 : 열심히 일한 당신! 연차도 충분해야죠!
* 밝고 긍정적이에요: 부정적인 생각과 감정은 조직 전체를 병들게 만들어요.
* 창의적이고 자유롭지만 서로 예의를 지켜요 : 직원들의 참신하고 톡톡튀는 아이디어와 의견을 언제든지 환영해요. 토론은 치열하게 하되 서로에 대한 예의는 지키면서요.
* 자신의 일에 자부심을 갖고, 자신의 일을 사랑해요 : 스스로 만들어낸 성과와 팀 전체가 노력한 일에 대해 자부심을 갖고, 내가 하는 일을 사랑해요



- 근무형태 : 정규직

- 근무시간 : 주 5일(월~금) 9:00~10:00 출근 / 18:00~19:00 퇴근
                   (점심 11:30~13:00 / 1시간 30분)

- 근무지
   ㆍ사무실 (서울시 마포구 동교로25길23, 정암빌딩 2층) 
                              서울 2호선 홍대입구역 1번 출구에서 400m 이내

   ㆍ카페 공명 연남점 (서울시 마포구 연희로 11, 1층 카페 공명 연남점)
                                   서울 2호선, 경의중앙선, 공항철도 홍대입구역 3번출구에서 500m 이내

   ㆍ카페 공명 홍대점 (서울시 마포구 와우산로 17길 11-8, 카페 공명 홍대점)
                                   서울 2호선 합정역, 홍대입구역 500m 이내, 6호선 상수역 200m 이내 

- 급여조건
   ㆍ협의후 결정
   ㆍ희망연봉 필수 기재(누락 시 서류검토 감점요소)"|필름|https://www.wanted.co.kr/wd/194190|https://static.wanted.co.kr/images/company/10797/f5k9bjcxzmtt6giu__1080_790.jpg|"ㆍ4대보험, 건강검진
ㆍ경조사지원(경조휴가, 경조사비, 화환, 조화등)
ㆍ팀별 지원금
ㆍ상여금 지급 (목표 매출액 달성 시 / 미달성 시 지급 X)
ㆍ건강검진 휴가 제공 (1일)
ㆍ술과 회식, 야근을 강요하는 문화 없어요
ㆍ다양한 간식제공
ㆍ수평적인 조직문화
ㆍ생일자 조기 퇴근 (16시)
ㆍ결혼기념일 조기 퇴근 (16시)
ㆍ점심시간 1시간 30분! 조금 더 여유롭게 즐겨요
ㆍ명절과 직원 생일때 선물도 드려요!
ㆍ독서 환영 도서구매 지원!
ㆍ교육 및 문화생활 지원!
ㆍ소중한 직원분들을 맡겨주셔서 감사합니다! (어버이날 부모님께 카네이션 선물)"|2023-12-20|기획편집자 (5년 이상)|ㆍ 자기소개서 작성 시 경력 중심 / 작업 도서 및 필름에서 출간하고 싶은 기획 방향성 등을 기재|"ㆍ 단행본 기획 및 책임 편집
ㆍ 국내외 인문, 자기계발, 소설 분야 경력자
ㆍ 다양한 분야에 관심이 많고 적극적으로 기획할 수 있는 분"|서울시 마포구 동교로25길23, 정암빌딩 2층|https://static.wanted.co.kr/images/wdes/0_4.bf1a03eb.jpg|524|"ㆍ학력 : 무관
ㆍ경력 : 5년 이상(시니어)"|194190
"올리브인터내셔널은 'Global No.1 Cluster Commerce Platform'이라는 비전을 갖고, SNS 기반의 브랜드를 개발하고 양성하고 있습니다. 소비자의 니즈는 갈수록 세분화 되어가기 때문에 다양한 브랜드 포트폴리오를 확보, 이 세분화된 니즈를 글로벌 단위로 공략하고자 합니다.

올리브인터내셔널은 19년 4월 브랜드 밀크터치로 첫 발걸음 내딛었습니다. '가족과 지인들에게도 믿고 추천할 수 있는 제품을 만들자'라는 취지로 밀크터치를 출시했으며, 대표 제품 '서양송악 진정 크림' 은 현대, CJ 등 각종 홈쇼핑에서 완판을 기록하고 있습니다. 

또한 최근에는 장영란 모공앰플로 홈쇼핑 대란을 일으킨 성분에디터와 비건-프렌들리 비프로젝트, 붓기괄사템으로 소문난 시모먼트 등 뷰티 뿐만 아니라 생활용품 브랜드인 깔끔상회, 이너뷰티 브랜드인 갓트 등의 브랜드를 운영하고 있습니다.

21년 5월 프라이머 사제 및 프라이머로부터 20억 규모의 시리즈 A 투자 유치에 성공하여 직원들에 대한 복지, 보상이 대폭 개편되었으며 22년 연매출 약 450억원을 달성, 21년 대비 165% 성장하였습니다. 

2023년, 올리브는 연매출 1,085억원을 목표로 달리고 있습니다.

올리브인터내셔널은 이렇게 일합니다.

- 시장의 흐름을 빠르게 캐치하고, 그에 맞추어 빠르게 대응합니다.
• 특정 SNS 클러스터가 가장 만족할 수 있는 브랜드와 제품을 개발합니다.
• 격의없는 토론과 커뮤니케이션을 추구합니다.
• 구성원들이 성장할 수 있는 방법을 고민하고 서포트 합니다.
• 빠른 의사결정과 Action을 권장하고, 경험을 통해 배워가는 비즈니스를 추구합니다.

올리브인터내셔널과 함께 성장할 인재를 모집합니다!

[전형 프로세스]  

서류 전형 -＞ 사전과제 -＞ 1차 인터뷰 -＞ 2차 인터뷰 -＞ 처우 협의 -＞ 최종 합격

- 지원하신 포지션은 1차 면접 전 사전 과제가 있습니다."|올리브인터내셔널|https://www.wanted.co.kr/wd/194106|https://static.wanted.co.kr/images/company/10318/lqvcmyxuycv5r2jm__1080_790.jpg|"• 점심 식대 / 야근 식대 별도 지원
• 연간 문화비 지원(연간 100만원 한도)
• 반반차 제도 운영
• 건강검진 지원
• 3년 만근 시 휴가비용 지원(100만원 지급)
• 반기별 평가 및 인센티브 제도
• 생일자의 경우, 생일축하금+생일자 2시간 조기퇴근, 생일케이크 구매지원
• 자유롭게 논의하는 분위기 속에서 비즈니스의 여러 가지 의사결정 사항에 참여"||[뷰티브랜드] 성분에디터 영상기획자|- 콘텐츠 기획을 통해 마케팅 지표를 개선해본 경험이 있으신 분|"[담당하시게 될 업무를 소개합니다]

1. 브랜드 영상 콘텐츠 기획 및 제작 
◦ 성분에디터 브랜드 영상 기획 및 제작 
◦ 성분에디터 공식 SNS 콘텐츠 영상 기획 및 제작 
◦ 디자인팀 영상 관련 업무 서포트 
◦ 유튜버 협업 콘텐츠 기획 

2. 브랜드 유튜브 채널 운영 
◦ 브랜드 유튜브 콘텐츠 기획 및 업로드 
◦ 유튜브 인피드 광고 집행 및 관리"|강남구 논현로79길 12(역삼동), AK빌딩(구.바운빌딩)|https://static.wanted.co.kr/images/wdes/0_4.89924746.jpg|524|"[이런 분과 함께 성장하고 싶습니다(자격 요건)]
 
- 영상제작 프로그램(프리미어프로, 에프터이펙트, 모션그래픽) 활용 가능하신 분
- 디자인 프로그램(포토샵, 일러스트) 활용 가능하신분"|194106
"섬세이는 자연의 특징, 현상, 더 나아가 기능까지 제품에 담아 우리가 원할 때 원하는 곳에서 자연을 늘 마주하고자 합니다. 
동시에 자연을 온전히 마주할 수 있는 공간, 전시, 캠페인을 전개하고 있습니다."|프레인글로벌|https://www.wanted.co.kr/wd/194088|https://static.wanted.co.kr/images/company/9714/ifv6jmr4evwngkpn__1080_790.jpg|"• 기본 복리후생 (4대 보험 가입, 퇴직금, 경조금 지급, 연차 및 휴가 지급)
• 생일ME (오후 5시 조기 퇴근)
• 패밀리데이 (매주 금요일 오후 5시 조기 퇴근)
• 다양한 지원비 제공 (운동 지원비, 도서 지원비, 문화 지원비 제공)"||[섬세이] 영상/이미지 콘텐츠PD(2년 이상)||"섬세이의 활동을 촬영, 영상 편집하여 일관된 경험을 선사합니다.
• 제품 영상 촬영/편집
• 팝업스토어 등 오프라인 행사 촬영/편집
• 브랜드 영상 촬영/편집

* 필수 제출서류 
1. [중요] '나는 어떻게 살다 가고 싶은가'를 생각해보고 적어 제출해주세요. (분량 자유)
2. 자기소개서 및 경력기술 포함 이력서
3. 포트폴리오 제출 필수 / 5MB미만
     동영상 링크 및 참여 영역을 기재하여 제출해 주세요."|성동구 아차산로 104 스탈릿성수|https://static.wanted.co.kr/images/wdes/0_4.5e7d8603.jpg|524|"• 2~5년차, 학력 무관
• 촬영 장비를 사용하여 촬영부터 소프트웨어를 활용하여 편집까지의 경험이 있으신 분
• 남자의 경우 병역필 또는 면제자
• 신용 정보 보호 및 이용에 관한 법률상에 결격 사유가 없는 분
• 기타 취업 규정이나 법령에서 정하는 결격 사유가 없는 분"|194088
"숏뜨의 Creative Team은 조직에서 가장 혁신적인 팀입니다.

세로형, 숏폼, 디지털 콘텐츠와 크리에이터 콘텐츠를 최신 미디어 트렌드에 맞게 기획/디자인 하고 생산합니다.

또한 브랜드와 뉴미디어를 잇는 허브로서, 디지털 채널 내에서 혁신을 일으킬 수 있는 콘텐츠 전략 수립, 가로형&세로형을 넘나드는 디지털 크리에이티브 콘텐츠 제작, AR/3D를 활용한 Ad-Tech Solution 등 ‘창의적인 뉴미디어 크리에이티브’에 필요한 모든 역할을 수행합니다."|숏뜨|https://www.wanted.co.kr/wd/194008|https://static.wanted.co.kr/images/company/27817/lptfqnrhw0cpnh5i__1080_790.jpg|"• 일 단위 유연근무제 운영(10~16시 코어타임 제외 자율출퇴근)
• 평가 결과에 따라 성과급 지급(연 1회)
• 비포괄임금제로 야근, 주말근무 시 초과근로수당 지급
• 연말 워케이션 위크 운영
• 야근 시 석식 및 택시비 지원
• 간식 항시 구비(음료, 과자, 커피 등)
• 자유로운 연차 사용
• 경조사 지원 및 명절선물 제공
• 장기근속&우수사원 포상"||크리에이티브 디렉터 (제작팀장)|"• MCN 업계 및 크리에이터(인플루언서)에 대한 높은 이해도 
• 뛰어난 MS Office(PPT) 활용 능력 및 프레젠테이션 능력
• 비즈니스 영어 커뮤니케이션 능력
• 소규모 조직 리딩 경험"|"• 제작 캠페인 예산 수립
• 제작 기획안, 제안서 작성
• 광고 제작 디렉팅
• 광고주 및 파트너사 커뮤니케이션"|서울특별시 강남구 논현로140길 32, 2층|https://static.wanted.co.kr/images/wdes/0_4.140b38a6.jpg|524|"• 광고대행사 제작팀(아트, 카피) 경력 5년 이상
• 뉴미디어, 디지털 광고에 대한 높은 이해도
• Adobe Tool 활용 능력 상급"|194008
"국내 1위 경제 미디어 한국경제미디어그룹에서 출범한 블루밍비트는 가상자산(암호화폐) 투자자들이 필요한 모든 정보를 제공해주는 소셜 투자 정보 플랫폼 ‘블루밍비트(Bloomingbit)’를 만들고 있습니다. 

이미 국내에서만 가상자산 투자자의 수가 558만명에 달할만큼 가상자산 투자는 대중화 되었습니다. 그러나 이들을 위한 정보 플랫폼은 대중화되지 않은 상황입니다. 때문에 대부분의 투자자들은 정보의 파편화와 비대칭성으로 인해 어려움을 겪고 있습니다.

블루밍비트는 이와 같은 어려움을 해결하기 위해 가상자산 투자자들에게 특화된 형태로, 24시간 365일 쉬지 않고 가장 빠르고 정확한 가상자산 & 경제 콘텐츠를 제공합니다. 

투자자들이 겪고 있는 문제를 해결하는 것이 블루밍비트의 탄생 이유이자 사명(Mission)입니다. 우리의 목표는 고객들의 입에서 ‘블루밍비트 하나만 있으면 투자 준비 끝!’이라는 말이 나올 수 있도록 서비스를 만드는 것입니다.  


[블루밍비트의 일하는 방식을 소개합니다]

• 원팀(ONE TEAM)
모든 구성원이 ‘투자자들이 겪고 있는 어려움을 해결한다’는 미션을 달성하기 위해 노력합니다. 구성원들은 서로를 배려하고 부족한 점을 보완해가며 하나의 팀처럼 움직입니다. 블루밍비트 역시 회사의 성공이 개인의 성공이 될 수 있는 환경을 만들기 위해 최선을 다 하고 있습니다.  

• 수평적이고 활발한 커뮤니케이션
블루밍비트에서는 ‘누구의 의견인지’ 보다 ‘왜(Why) 그렇게 생각했는지’ 가 더 중요합니다. 블루밍비트는 고객의 문제를 해결할 수 있는 최선의 방법을 찾기 위해 모두가 의견을 제안하고 치열하게 논의 할 수 있는 문화를 지향합니다.

• 동료의 성장을 ‘위한’ 솔직한 피드백
동료의 성장을 위한 솔직한 피드백은 개개인의 역량을 더욱 성장하게 만듭니다. 수평적 커뮤니케이션의 순기능은 모든 직급, 배경 등의 영향없이 회사 내 그 누구에게든 솔직한 피드백을 주고 받을 수 있을 때 극대화 됩니다. 모든 피드백은 구성원과 블루밍비트에 긍정적인 방향을 위해 이루어지는 만큼, 적극적이고 이타적인 피드백 방법론을 지향합니다.


[이런 분과 함께하고 싶습니다]

• 성공 지향적인 사람
당장의 스킬셋이 부족하더라도 개인의 노력과 협업을 통해 성장하기를 원하며, 성공을 위해 도전 의식을 가지고 업무에 적극적으로 임하시는 분을 선호합니다. 

• 따뜻하게 소통하는 사람
스타트업은 어려운 문제를 풀어가기 때문에 끊임없는 시도를 해야합니다. 이 과정 속에서 실패를 하더라도 다시 도전할 수 있는 심리적 안전감이 중요합니다. 블루밍비트는 상호 간 따뜻한 소통을 통해 심리적 안전감을 함께 구축하고, 실패를 성공으로 변화 시킬 수 있는 분을 선호합니다.

• 투자를 좋아하는 사람
블루밍비트는 좋은 투자 정보를 얻는 것에 어려움을 겪는 투자자를 위한 서비스를 만들고 싶습니다. 그렇기 때문에 누구보다 투자를 좋아하고, 투자에 관심이 많으신 분을 선호합니다. 


[채용 절차 안내]

서류 지원 ＞ 1차 실무자 인터뷰(대면 면접) ＞ 2차 C-level 인터뷰(대면 면접) ＞ 최종 합격"|블루밍비트|https://www.wanted.co.kr/wd/193808|https://static.wanted.co.kr/images/company/26109/dvvp31x3agad54w6__1080_790.jpg|"- 재택/대면 혼합근무
- 한국경제 임직원을 위한 문화 혜택 제공 (콘서트 티켓, 영화 관람권 등)
- 한국경제 임직원을 위한 각종 행사 선물 지급 (연말 선물, 복날 선물 등)
- 최신 업무 장비 비치(맥북 에어 또는 갤럭시 북 제공 등)
- 생일 축하금 20만 원 제공
- 결혼 축하금 100만 원 제공
- 부서 회식 / 워크샵 지원
- 3년 만근 시 1개월 유급 휴가 제공
- 조직 성장과 개인 성과에 따른 리워드"|2023-12-10|블록체인 전문 기자(~7년)|"• '영어'(외신 커버/해외 출장 및 인터뷰) 실력을 갖춘 분
• 신문사 및 경제 매체에서 근무한 경험이 있는 분
• 암호화폐 및 블록체인, 금융 관련 배경 지식이 있는 분
• 암호화폐 투자 및 트레이딩을 직접 경험한 분
• 글을 빠르고 논리적으로 작성할 수 있는 분
• 사람을 만나고 소통하는데 능한 '커뮤니케이션 실력'을 갖춘 분"|"• 국내외 암호화폐 및 블록체인 업계를 취재하고 기사를 작성합니다.
• 국내외 암호화폐 및 블록체인 애그리게이터(외신/트위터 등 번역·요약) 역할을 겸합니다."|서울 중구 청파로 463|https://static.wanted.co.kr/images/wdes/0_4.f6c69895.png|524|"• 빠르게 변화하는 블록체인 분야 트렌드에 대응하는 '신속성'을 가져야 합니다.
• 취재활동을 하는 만큼 대외활동(외부 관계자 네트워킹 등)에 '적극성'을 가져야 합니다.
• 팀 내, 팀 간 협업에 능하고 피드백을 적극 수행하는 '친화성'을 가져야 합니다.
• 최대 7년의 관련 경력을 보유한 기자를 찾습니다."|193808
"어디에도 없는 마케팅.
어디에도 없는 진실함.
선한 영향력을 광고에 담습니다.

디지털 중심의 종합광고대행사 위더스애드가 광고에 목마른 인재를 채용하고 있습니다.
회사와 함께 성장할 수 있는 좋은 동료와의 만남을 고대하고 있으며 주저 없이 지원 바랍니다."|위더스애드|https://www.wanted.co.kr/wd/193798|https://static.wanted.co.kr/images/company/9200/1ui3pm51qfadnfia__1080_790.jpg|"최고의 인재에게 최고의 보상을 지원
• 연 1회 연봉협상 실시
• 인센티브 지급
• 각종 경조사 휴가 및 경조비 지원
• 개인 취향에 맞도록 자유롭게 사용 가능한 복지포인트 지급 (신규입사자 포인트, 재직자 포인트, 생일축하 포인트, 장기근속 포인트)
• 특별 선물 지급(명절 선물, 생일 선물, 승급 선물)


끊임없는 성장과 관리를 위한 지원
• 맥북 등 최신 고급 장비 지원
• 자기개발비 연 1회 지원(업무교육+체력단련+자격증 취득)
• 성장에 필요한 도서 구입비 지원
• 직무역량 향상을 위한 HRD FLEX 지원
• 조식 서비스 및 점심 및 저녁 식대 지원
• 사내 라운지 + 다양한 간식.음료 무한 제공


몰입과 휴식이 공존하는 근무환경 조성
• 업무 효율을 위한 유연한 시차출퇴근제도
• 점심시간은 넉넉하게 1시간 10분
• 월 1회 브런치데이(2시간)
• 분기 1회 몰입과 소통을 위한 팀 아웃도어데이 제도
• 월 1회 전사회의 즉퇴 추첨 제도
• 생일자 오전 근무

건강한 회사 생활을 위한 ""위더스케어""
• 건강검진 및 독감주사비용 지원
• 단체 상해보험 가입
• 병가 제도 운영
• 연차선사용제도 및 휴가나눔제도 운영
• 경조사 지원 및 축하금 지급
• 근로자지원프로그램 EAP 지원 


편안한 출퇴근 지원
• 자차 출퇴근 주차 지원(팀장급 이상)
• 출장 시 법인차량 지원
• 피치못할 경우를 대비한 연장근로 및 야근 식대 및 교통비(택시비) 지원


위더스애드 컬쳐(조직문화) 제도
• 월 1회 투명한 피드백 및 인사이트 공유를 위한 전사회의
• 연 1회 전사 워크샵 및 체육대회
• 사내 동호회 지원
• 월 1회 랜덤런치(위밥) 지원
• 팀워크를 다지는 팀운영비 지원
• 신규 PT 수주 축하 전사 피자 파티
• 회사 생활이 즐거워지는 다양한 이벤트(빼빼로데이, 크리스마스 파티)"||영상 조감독|"• 어도비 프리미어 / 파이널컷 프로 등 활용 가능자
• 광고 바이럴 영상 제작 경험자 우대
• 조연출/조감독 경험자 우대
• 운전 가능자 우대"|"• 광고 데이터 성과 분석 및 리포트 작성
• 검색 / 디스플레이 / 영상 광고 세팅 및 운영"|서울특별시 구로구 디지털로 285 (구로동, 에이스트윈타워1차) 404호, 408호, 606호 |https://static.wanted.co.kr/images/wdes/0_4.98c2fcbe.jpg|524|"• 사원~주임급 : 신입 및 유관업무 경력 1년 이상
• 스스로 프로젝트를 A~Z까지 수행가능한 자 (기획부터 연출, 결과물 완료까지)"|193798
